A — policy_name,B — policy_url,C — policy_year,D — policy_objective,E — policy_target,F — policy_target_text,G — policy_type,H — policy_type_justification,I — policy_integration,J — policy_sectors_list,K — policy_circularity,L — policy_lifecycle_phases_list,M — policy_budget,N — policy_budget_text,O — policy_score [auto],P — instrument_type,Q — instrument_lifecycle_stage,R — instrument_description,S — instrument_in_force,T — instrument_implementation,U — instrument_implementation_text,V — instrument_score [auto],W — comments
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],1.0,Recycling,Art. 14: Mandates segregation of urban solid waste into categories including plastic (d); requires producers/handlers to provide adequate leak-proof conditioning containers with clear identification.,1,1.0,"Art. 14(1)(d): ""Plástico"" as mandatory segregation category; Art. 14(2)-(3): adequate conditioning to prevent dispersal; Art. 11(c): linked mandatory obligation; Art. 20(2): fines.",[auto],Only article explicitly naming plastics as a segregated waste category. Art. 1 also defines contaminated plastics as special waste.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.2,Recycling,"Art. 15: Municipalities establish and approve treatment and valorization systems specifying mechanical, physical, thermal, chemical or biological processes, and forms of reuse, recycling, material recovery, or energy co-processing.",1,0.5,"Art. 15(1): systems ""são estabelecidos e aprovados pelos Conselhos Municipais ou Governos Distritais""; Art. 15(2): must specify valorization processes including recycling.",[auto],Municipal-level planning instrument for recycling infrastructure.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.8,End of life,Art. 16: Final disposal must follow Ministry operational norms and occur only in sanitary or controlled landfills.,1,0.75,"Art. 16(1)-(2): ""deposição final... em aterros sanitários ou controlados""; Art. 9: licensing required; Art. 20(2): fines for violations of Art. 16.",[auto],Infrastructure standard for residual waste including non-recycled plastics.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],1.0,End of life,Art. 17: Municipal/District Councils responsible for post-closure maintenance and environmental monitoring of landfills per Ministry-approved closure plans.,1,0.75,"Art. 17(1): municipal responsibility for ""manutenção e... monitoria ambiental após o encerramento""; Art. 17(2): closure plan approved by Ministry; Art. 20(2): fines.",[auto],Addresses long-term leakage risk from landfilled plastics.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.4,Consumption,"Art. 18: Municipalities must promote environmental education on waste reduction, pollution prevention, reuse and recycling, involving communities, schools, media, and civil society.",1,0.5,"Art. 18(a)-(b): ""Promover programas educativos de consciencialização pública""; ""Proceder a divulgação de boas práticas de gestão de resíduos sólidos urbanos"".",[auto],Awareness instrument; no dedicated enforcement mechanism in Art. 18 itself.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.6,Waste management,"Art. 19: Municipal/District Councils establish and collect urban cleaning fees for collection, transport, treatment and disposal of urban solid waste via municipal by-laws.",1,0.5,"Art. 19(1): ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais""; Art. 5(2)(e): municipal authority to set fees.",[auto],"Economic instrument; fee levels set locally, not nationally ring-fenced."
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],1.0,Waste management,"Art. 20-22: Administrative fines (150,000 MT and 240,000 MT) for obstructing inspections and violating key provisions; 30% increase for repeat offences; 60% of national fines allocated to FUNAB.",1,1.0,"Art. 20: specific fine amounts; Art. 21: 20-day payment period, fiscal execution; Art. 22: ""60% para o FUNAB""; Art. 5(1)(h), 5(2)(i): penalty authority designated.",[auto],"Art. 20(2) explicitly covers violations of Arts. 4, 6, 11, 16, 17."
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.8,End of life,Art. 25: Municipalities and non-municipalized towns must close open-air dumps and ensure construction of sanitary or controlled landfills within 3 years of publication.,1,0.75,"Art. 25: ""no prazo de três anos após a publicação do presente regulamento""; Art. 24: temporary fine exemption for municipalities showing diligence; Art. 5(1)(b): Ministry inspections.",[auto],Quantifiable 3-year infrastructure target. Art. 24 creates conditional exemption reducing unconditionality score. Deadline was March 2017 (90 days after 31 Dec 2014 publication + 3 years).
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.2,Waste management,Art. 1 (Resíduos especiais): Defines contaminated plastics among special household hazardous waste requiring differentiated management.,1,0.25,"Art. 1: ""Resíduos especiais – resíduos com características perigosas... tais como... plásticos contaminados e outros""; Art. 14(1)(j): special waste category.",[auto],Explicit mention of plastics; classification instrument enabling differentiated handling.
Regulamento sobre a Gestão de Resíduos Sólidos Urbanos (Decreto n.º 94/2014),https://faolex.fao.org/docs/pdf/moz148514.pdf,2014,"Establish national rules for the environmentally sound management of urban solid waste, including prevention and reduction of waste generation, segregation (including plastics), selective collection, recycling/valorization, and safe final disposal to protect public health and the environment.",1,"""Os Conselhos Municipais ou vilas não municipalizadas devem encerrar as lixeiras a céu aberto nas suas áreas de jurisdição e garantir a construção de aterros sanitários ou controlados no prazo de três anos após a publicação do presente regulamento."" (Art. 25); Annex I requires plans to include ""Objectivos e metas do Plano durante os cincos anos de vigência do mesmo""; Annex II requires reporting on ""Taxa de cobertura de recolha de resíduos"" and ""Percentagem e tonelagem de resíduos destinados para reciclagem"".",0.75,"Executive regulation (Regulamento) approved by Council of Ministers Decree (Decreto n.º 94/2014), issued under Article 33 of the Environment Law — sub-legislative instrument, not parliamentary legislation.",0.75,"production, consumption, retail, waste management, recycling, municipalities, industry",1,"production, consumption, recycling, disposal, environmental leakage",0.5,"Art. 19: ""As taxas de limpeza urbana são estabelecidas e cobradas pelos Conselhos Municipais ou Governos Distritais...""; Art. 22: ""60% para o FUNAB (Fundo do Ambiente)"" and ""60% dos valores recebidos pelo FUNAB devem ser aplicados em actividades de promoção de boas práticas de gestão de resíduos sólidos urbanos e de melhoria das actividades de monitoria e fiscalização do cumprimento do presente regulamento.""",[auto],0.2,Waste management,Decreto Art. 2: Authorises the Environment Minister to approve general/specific directives and implementation norms for the Regulation (enabling power).,0,0.25,"Decreto Art. 2: ""Compete ao Ministro que superintende o Sector do Ambiente aprovar as directivas gerais e específicas e outras normas para a implementação do presente Regulamento.""",[auto],Enabling power using 'compete... aprovar' — scored in_force=0 unless subordinate directives are confirmed operationalised. No implementing directives cited in this decree text.
